"project_id","title","description","crs_sector_name","sources","factiva_sources","location_details","GEO_codedUp","GEO_geojsonLink","GEO_sources","GEO_notes"
69393,"China signs 500 Million RMB ETCA Grant with Government of Bangladesh","On October 14, 2016, the Government of China and the Government of Bangladesh under President Md. Abdul Hamid and the Prime Minister, Sheikh Hasina, signed an Economic and Technical Cooperation Agreement (ETCA) grant worth 500 Million RMB. The exact allocation for this ETCA is unknown. This was part of Chinese President Xi Jinping's visit to Bangladesh and which included the signing of 27 deals.","Unallocated / Unspecified","https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-3.12.pdf, Government Source (Donor/Recipient); http://english.cctv.com/2016/10/15/ARTI9umsMqtpEbykExXcGn2X161015.shtml, Media Report, including Wikileaks; https://www.thedailystar.net/frontpage/bangladesh-china-joint-statement-1299403, Media Report, including Wikileaks; https://bdnews24.com/bangladesh/2016/10/14/bangladesh-china-sign-27-deals-as-president-xi-visits-dhaka, Media Report, including Wikileaks; http://www.globaltimes.cn/content/1011533.shtml, Media Report, including Wikileaks",NA,NA,"","","",""
53530,"Chinese Government provides RMB 528 million in grant funding for 8th Bangladesh-China Friendship Bridge Construction Project over the Kocha River","On March 7, 2016, the Chinese Government committed RMB 300 million in grant funding for the construction of the 8th Bangladesh-China Friendship Bridge Construction Project. The Chinese Government reportedly increased its grant commitment to RMB 528 million at some point. However, the exact date and nature of this grant funding increase are unclear. The Government of Bangladesh reports that the project will cost a total of 11.453 billion BDT (taka), of which 7.052 billion BDT (taka) will be granted by the Chinese Government. Upon completion, it is expected that the bridge will play an important role in accelerating the movement of people and goods between Barisal and Khulna divisions. China Railway Major Bridge Reconnaissance & Design Institute Co., Ltd. (BRDI), a subsidiary of China Railway Group Limited, is the contractor responsible for project implementation. Construction began on November 1, 2018, and the expected project completion date is January 1, 2021. Upon completion, this 1500 meter bridge will run over the Kocha River in Bekutia within Pirojpur District. It is located at the 12th km of Rajapur-Naikati-Bekutia Pirojpur Road (Z-8702 or the Rajapur-Pirojpur Expressway). At the moment, a ferry is operated on the Kocha river and it takes more than an hour to cross the river. More detailed locational information can be found at https://www.google.com/maps/place/Bekutia+Ferry+Ghat/@22.5768962,90.0128834,14z/data=!4m8!1m2!2m1!1sBekutia+Ferry!3m4!1s0x30aaab3fb23678d1:0xe94a3004c36500ab!8m2!3d22.5692044!4d90.0349866. STAFF_NOTE: This project is also known as Kocha Bridge Construction Project or the Bekutia Bridge over Kocha River on Perojpur-Jhalokathi Road, Pirojpur District Project.","Transport and Storage","https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-6.00.pdf, Other Official Source (non-Donor, non-Recipient); http://bd.mofcom.gov.cn/article/jmxw/201706/20170602591597.shtml, Government Source (Donor/Recipient); http://bd.china-embassy.org/eng/dshd/t1354461.htm, Government Source (Donor/Recipient); http://www.daily-sun.com/arcprint/details/126821/2016/04/08/Deal-signed-for-8th-friendship-bridge/2016-04-08, Media Report, including Wikileaks; https://erd.portal.gov.bd/site/page/dbc55067-77ac-4d2d-a2a2-a7b348ff20de/Commitment-FY-2015-16, Government Source (Donor/Recipient); http://bd.mofcom.gov.cn/article/todayheader/201811/20181102802410.shtml, Government Source (Donor/Recipient); http://www.brdi.com.cn/Article.aspx?ID=3587, Implementing/Intermediary Agency Source; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/5b21cbd3_5877_4b24_889d_a03301bb974c/Tbl-6.00.pdf, Government Source (Donor/Recipient); http://www.gov.cn/xinwen/2016-10/24/content_5123609.htm, Government Source (Donor/Recipient); https://www.observerbd.com/details.php?id=163256 , Media Report, including Wikileaks; http://en.people.cn/n3/2016/0408/c90000-9041506.html , Media Report, including Wikileaks; http://www.rhd.gov.bd/Project%20Monitoring/SingleProjectDetails.asp?SelectedProjectID=4247, Implementing/Intermediary Agency Source; http://www.xinhuanet.com/english/2017-05/11/c_136274644.htm, Media Report, including Wikileaks; http://socialprotection.gov.bd/wp-content/uploads/2017/06/SFYP-Final-Part-2-17-08-11.pdf , Government Source (Donor/Recipient); http://www.rhd.gov.bd/Project%20Monitoring/SingleProjectDetails.asp?SelectedProjectID=4207 , Implementing/Intermediary Agency Source; https://bba.portal.gov.bd/sites/default/files/files/bba.portal.gov.bd/page/335dcb45_bd8b_4b65_b4b7_5e4d7da6c378/BekutiaBridge_FeasibilityReport_Volume_1.pdf , Implementing/Intermediary Agency Source; http://www.rhd.gov.bd/Project%20Monitoring/SingleProjectDetails.asp?SelectedProjectID=4246 , Implementing/Intermediary Agency Source; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/notices/5609756a_29ab_4299_ab2b_3c90c2d5464c/PR%20china%2011517E.pdf, Government Source (Donor/Recipient); https://www.chinadaily.com.cn/world/2016-04/08/content_24362098.htm, Media Report, including Wikileaks",NA,"This 1500 meter bridge will run over the Kocha River in Bekutia within Pirojpur District. It is located at the 12th km of Rajapur-Naikati-Bekutia Pirojpur Road","","","",""
38326,"China to grant Government Scholarship to 43 Bangladeshi students in 2015-2016","For the academic year of 2015-2016, 43 Chinese Government Scholarships will be made available for students from Bangladesh.","Education","http://bd.china-embassy.org/eng/sgxx/t1235221.htm, Government Source (Donor/Recipient)",NA,NA,"","","",""
34108,"Assistance for dredging of riverbeds and for capacity building through training of personnel","In 2008, China and Bangladesh signed an MoU on sustainable cooperation on hydrological data sharing and flood control of river Yarluzangbu/Brahmaputra, in mitigating the magnitude and frequency flood disasters in Bangladesh. In 2010, this extended to strengthening cooperation on water resources management, hydrological data sharing, flood control and disaster reduction, as well as an agreement for China to dredge riverbeds and increase workforce capacity via personnel training. The two sides agreed to carry out sustainable cooperation on hydrological data sharing and flood control of river Yarluzangbu/Brahmaputra, in view of its necessity to the disaster reduction in Bangladesh. The two sides agreed to strengthen cooperation on water resources management, hydrological data sharing, flood control and disaster reduction, based on the exchange of letters between the Ministries of Water Resources of the two countries in 2005. At the request of the Bangladesh side, the Chinese side agreed to provide assistance for dredging of riverbeds and for capacity building through training of personnel.","General Environmental Protection","https://global.factiva.com/aa/?ref=UNIBAG0020080916e49g00041&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://www.mofa.gov.bd/List.pdf, Government Source (Donor/Recipient); http://bd.china-embassy.org/eng/zmgx/zywj/t697175.htm, Government Source (Donor/Recipient); http://bd2.mofcom.gov.cn/article/bilateralcooperation/bilateralagreement/201005/20100506913230.shtml, Government Source (Donor/Recipient); http://www.thethirdpole.net/china-to-give-brahmaputra-flow-data-to-bangladesh/, Media Report, including Wikileaks; https://books.google.com.sg/books?id=rPqTBwAAQBAJ&dq=china,+bangladesh,+hydrological+cooperation&source=gbs_navlinks_s, Other Academic (Working Paper, Dissertation); http://www.mrcsummit.org/presentations/Keynote7-Presentation-in-the-2nd-MRC-Summit%28China%29.pdf, Government Source (Donor/Recipient); http://www.inbo-news.org/IMG/pdf/5_CN-Hydrological_data_management_China.pdf, Government Source (Donor/Recipient)","https://global.factiva.com/aa/?ref=UNIBAG0020080916e49g00041&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",NA,"","","",""
38679,"China grants 32 Government Scholarships to Bangladesh students for AY 2012/2013","In August 2012, China awarded 32 Government Scholarships for Bangladesh students to study in China.","Education","http://bd.chineseembassy.org/chn/sghd/t964786.htm, Government Source (Donor/Recipient)",NA,NA,"","","",""
38327,"China grants 117 Government Scholarships to Bangladeshi students for AY2013/2014 (Link to #38326)","In 2013, 117 Bangladeshis were awarded the Chinese Government Scholarship to study in China for the academic year 2013/14. Further details are unknown.","Education","http://bd.china-embassy.org/eng/sgxx/t1060422.htm, Government Source (Donor/Recipient)",NA,NA,"","","",""
34139,"Chinese embassy donates 1 million taka for Bangladeshi flood victims","In 2007, the Chinese ambassador to Bangladesh donated 1.01 million taka to the Bangladeshi government as part of flood relief efforts.","Emergency Response","https://global.factiva.com/aa/?ref=UNIBAG0020070815e38e0000n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks; http://news.xinhuanet.com/english/2007-08/15/content_6538444.htm, Media Report, including Wikileaks","https://global.factiva.com/aa/?ref=UNIBAG0020070815e38e0000n&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",NA,"","","",""
50061,"ICBC and China Eximbank provide $231.3 million for 330MW Shahjibazar Power Plant Project","In June 2014, the Bangladesh Power Development Board (BPDB) signed a 13-year $257 million export credit agreement with a syndicated of banks in support of the 330 megawatt Shahjibazar Power Plant Project, which is located in Habiganj, Sylhet, Northeast of Bangladesh. In May 2013, Guangdong Power Engineering Corporation (GPEC) and the Guangdong Electric Power Design Institute (GEDI) of China Energy Engineering Group signed a Engineering, Procurement, and Construction (EPC) contract for this project. The British-based HSBC, China Eximbank, and Industrial and Commercial Bank of China (ICBC) formed a bank syndicated to fund 95% of the cost of the project. ICBC reportedly covered 55% of the cost, while China Eximbank and HSBC covered 35% and 10% of the cost, respectively. This record only reports the 90% of the $257 million ($231.3 million) that came from Chinese financiers. Sinosure provided insurance for this loan. The Government of Bangladesh projected a sovereign guarantee on April 15, 2014. The loan reportedly carried a 13 year maturity, but the interest rate and grace period are unknown. A project commencement ceremony took place on August 20, 2014. The power plant was then put into commercial operation on December 26, 2016. The exact coordinates of the project can be found at http://globalenergyobservatory.org/geoid/40464 and https://www.google.com/maps/place/Shahjibazar+330+MW+Power+Plant/@24.2594328,91.4604557,12z/data=!4m8!1m2!2m1!1sshahjibazar+power+plant!3m4!1s0x37515a0e72807cf7:0xd91502ce186c8302!8m2!3d24.2525208!4d91.3756155Staff Note: The Chinese project title is 沙基巴扎电站总装机300MW. One ICBC source indicates that the bank provided $141 million of debt financing for this project. Some sources identify this project as a 300MW project and others identify it as a 330MW project.","Energy Generation and Supply","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=TRAFIN0020150330eb3d0000l&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=TRAFIN0020150330eb3d0000l&cat=a&ep=ASE, Media Report, including Wikileaks; https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/e9e8a8c8_8a8b_4536_a18b_fc5ca696650a/St_6a1_en.pdf, Government Source (Donor/Recipient); https://droitfrancechine.org/wp-content/uploads/2018/04/II-2-China-Britain-BeltRoad-vr.pdf, Academic Journal Article; http://en.gpec.ceec.net.cn/art/2017/4/14/art_21900_1359703.html, Other Official Source (non-Donor, non-Recipient); https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/e9e8a8c8_8a8b_4536_a18b_fc5ca696650a/St_6a1_en.pdf, Government Source (Donor/Recipient); http://malaysia.icbc.com.cn/icbc/%E5%B7%A5%E8%A1%8C%E9%A3%8E%E8%B2%8C/%E5%AA%92%E4%BD%93%E7%9C%8B%E5%B7%A5%E8%A1%8C/%E9%87%91%E8%9E%8D%E6%97%B6%E6%8A%A5%E5%B7%A5%E8%A1%8C13%E4%BA%BF%E7%BE%8E%E5%85%83%E8%9E%8D%E8%B5%84%E6%94%AF%E6%8C%81%E5%AD%9F%E5%8A%A0%E6%8B%89%E4%B8%80%E5%B8%A6%E4%B8%80%E8%B7%AF%E9%A1%B9%E7%9B%AE.htm , Government Source (Donor/Recipient); https://reconnectingasia.csis.org/database/projects/shahjibazar-combined-cycle-power-plant-project-habiganj/634aedd5-c9ee-4368-a3dd-d1ab6752a201/, NGO/Civil Society/Advocacy; http://www.xinhuanet.com//politics/2015-04/03/c_127655850.htm, Media Report, including Wikileaks; http://www.icbc.com.cn/icbc/gxk_1/9477.htm , Government Source (Donor/Recipient); https://www.cec.org.cn/hangyeguangjiao/meitijujiao2/2017-06-16/169753.html, Implementing/Intermediary Agency Source; https://web.archive.org/web/20171008172228/http://www.cec.org.cn/hangyeguangjiao/meitijujiao2/2017-06-16/169753.html, Implementing/Intermediary Agency Source","https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=TRAFIN0020150330eb3d0000l&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/redir/default.aspx?P=sa&an=TRAFIN0020150330eb3d0000l&cat=a&ep=ASE, Media Report, including Wikileaks","The power plant is located at Shahjibazar in Habiganj district","","","",""
52153,"Chinese Government provides $2 million grant for PPD Building Construction Project","On the 20th of March, 2016, the Vice-Minister of China’s National Health and Family Planning Commission (NPFPC) Wang Pei’an and PPD Executive Director Joe Thomas signed an agreement to donate US$ 2.3 million dollars to build the permanent headquarters for the Partners in Population Development (PPD), in Dhaka, the capital city of Bangladesh.In addition to Chinese donation, the government of India and South Africa each donated US$100,000 dollars to the construction of the headquarters of PPD. On the 24th of October, 2017, the construction of the headquarters had finished and is ready to open. PS: The PPD is a south-south collaboration forum of 26 developing countries. Members include Bangladesh, China, India, Benin, Colombia, Egypt, Ethiopia, Gambia, Ghana, Indonesia, Jordan, Kenya, Mali, Mexico, Morocco, Nigeria, Pakistan, Senegal, South Africa, Sri Lanka, Thailand, Tunisia, Uganda, Vietnam, Yemen and Zimbabwe.","Other Social infrastructure and services","https://global.factiva.com/redir/default.aspx?P=sa&an=BGLANW0020160321ec3k00016&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.xinhuanet.com/english/2017-10/25/c_136703258_2.htm, Media Report, including Wikileaks; https://www.cp-africa.com/2016/03/21/china-aids-development-partners-population-development-building/, Media Report, including Wikileaks; https://thefinancialexpress.com.bd/health/ppds-permanent-global-secretariat-opens-in-dhaka-1532504664, Media Report, including Wikileaks; https://defence.pk/pdf/threads/china-funded-ppd-secretariat-building-in-bangladesh-ready-to-open.525311/, Other Official Source (non-Donor, non-Recipient); https://bdnews24.com/bangladesh/2016/03/20/china-donates-2-million-for-ppd-building-construction-in-dhaka, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=BGLANW0020160321ec3k00016&cat=a&ep=ASE, Media Report, including Wikileaks","Dhaka","","","",""
34302,"China provides Wushu equipment and training to Bangladesh","In 2010, China offered Bangladesh technical and equipment assistance relating to Wushu. Two Chinese coaches were sent over to Bangladesh to train their wushu athletes for the upcoming South Asian Games. This was in addition to the wushu equipment donated by China.","Other Multisector","https://global.factiva.com/aa/?ref=XNEWS00020100208e6280035x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks","https://global.factiva.com/aa/?ref=XNEWS00020100208e6280035x&pp=1&fcpil=en&napc=S&sa_from=, Media Report, including Wikileaks",NA,"","","",""
35391,"China's Yunnan donates equipment to Bangladesh's Confucius Institute (Linked to ID #34039)","In 2010, China's Yunnan province donated a set of equipment to the language lab of the Confucius Institute in Bangladesh so as to improve the teaching facilities in the institute. The Confucius institute is intended to improve understanding and relations between the two countries.","Education","https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=BBCAPP0020100830e68u001uq&cat=a&ep=ASI, Media Report, including Wikileaks; http://archive.thedailystar.net/newDesign/news-details.php?nid=152986, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&NS=16&AID=9VIV000400&an=BBCAPP0020100830e68u001uq&cat=a&ep=ASI, Media Report, including Wikileaks","North South University","","","",""
56402,"China Eximbank provides $1.75 billion loan for 1320 (2 x 600) MW Patuakhali Coal-Fired Thermal Power Plant Project (Linked to Project ID #56005, #52748, #38245, #56357, and #56547)","In 2017, China Eximbank provide a loan worth approximately $1.75 billion to RPCL-NORINCO Intl. Power Ltd. (RNPL) for the construction of the Patuakhali 1320 (2 x 600) MW Coal Fired Thermal Power Plant. RNPL is a joint venture (special purpose vehicle) created by Rural Power Company Ltd. (RPCL) and NORINCO Intl. in 2017 to oversee the financing, design, and construction of this power plant. RPCL is a Bangladeshi state-owned electrification enterprise and NORINCO Intl. is a Chinese state-owned arms manufacturing company. The two state-owned enterprises registered their venture, RPCL-NORINCO Intl. Power Ltd. (RNPL) with the Government of Bangladesh’s Registrar of Joint Stock Companies and Firms on December 27, 2017. The total cost of the project is approximately $2.5 billion. It is reportedly being financed according to a 70:30 debt-to-equity ratio. RPCL and NORINCO each hold 50% equity shares in the project company. At the time of creation, RNPL had 200,000,000 BDT, with a maximum authorized capital of 400,000,000 BDT. The value of the Chinese equity funding is unclear. Since NORINCO held 50% of RNPL’s equity, the NORINCO funding may equal 100,000,000 BDT (approximately 1.2 million USD in December 2017). However, since the total project cost is 2.5 billion USD, and NORINCO owns half of the 30% equity share in the project company, NORINCO’s equity contribution could be as high as 15% of $2.5 billion, or $375 million USD. To avoid inaccurately representing the value of this investment, no transaction amount is recorded for the equity portion of this project for the time being (reported in Project ID #56357). China Eximbank is providing the debt financing for this project. Its loan to RNPL reportedly carries a 4% interest rate, 5 year grace period, and 20-year maturity. Project ID#56402 only captures the debt financing that came from the China Eximbank loan. The precise face value of the China Eximbank loan is unknown. However, RNPL has stated that the total project cost is $2.5 billion and that 70% of the funding would come from the China Eximbank loan, which implies a  value of $1.75 billion. During the implementation of the 1320 (2 x 600) MW Patuakhali Coal-Fired Thermal Power Plant Project, RNPL will construct a coal jetty, coal import-handling facilities, coal storage, the power plant, transmission facilities, roads, and the town surrounding the plant. The project will process 12273 tons of coal per day and sell power to the Bangladesh Power Development Board (BPDB). This power plant will operate on 915.74 acres of land. The plant will displace 350 families, so RPCL will set up a village with schools, shops, community centers, and mosques. On March 6, 2019, RNPL signed an EPC contract with NORINCO International Cooperation Ltd. and it issued a notice to proceed (NTP) to the EPC contractor on August 31, 2019. China Energy Engineering Group, Tianjin Electric Power Construction Co., Ltd., Central Southern China Electric Power, and the Design Institute of China Power Engineering Consulting Group Corporation are also involved in the design and implementation of the project. STAFF_NOTE: The Chinese name of this project is 孟加拉博杜阿卡利1320MW燃煤电站项目建设 or Patuakhali 2台66万千瓦燃煤电站业主工程师咨询服务项目. The exact commitment date of the China Eximbank loan for this project is unknown. However, the RPCL Managing Director announced the loan terms in November 2017, the same month the two firms signed the joint venture agreement, making 2017 the likely year in which the loan agreement was finalized.There are three different power plants being constructed in the Patuakhali region of Bangladesh. Each one of these projects is funded partially via joint ventures between Chinese and Bangladeshi state-owned enterprises and partially via China Eximbank loans. Two of the coal-fired plants will contain two 660MW generators, with the third project involves two phases, both of which have two 660MW generators. The joint venture partners have clarified that these plants are near each other, but they are distinct plants supporting a region-wide electrification campaign.These projects include: (1) Bangladesh’s Northwest Power Generation Company Ltd. and China National Machinery Import & Export Corporation, which established the Bangladesh-China Power Company Ltd. (BCPCL) joint venture in October 2014 to oversee the financing, design, and construction of Patuakhali 1320MW (2 x 660MW) Ultra Supercritical Coal Based Thermal Power Plant Project (Phase 2). The joint venture is captured in Project ID #56005. China Eximbank is funding phase one (units 1 and 2) of this project (see Project ID #52748). China Eximbank financing for phase two (units 3 and 4) is currently unspecified, with the most recent details record in Project ID #38245. (2) Bangladesh’s Ashuganj Power Station Company Ltd. (APSCL) and China’s China Energy Engineering Corporation Ltd. (CEEC) established a joint venture in July 2017 to oversee the financing, design, and construction of  Patuakhali 1320MW (2 x 660MW) Coal-Fired Power Plant (Ashuganj/ APSCL). The joint venture is captured in Project ID #56547. CEEC will solicit a loan from the China Eximbank for the debt portion of the project. China Eximbank financing for this project is currently not captured in a stand-alone Project ID#. (3) Bangladesh’s Rural Power Company Ltd. (RPCL) and China’s NORINCO, which established a joint venture in November 2017 to oversee the financing, design, and construction of 1320MW (2 x 660MW) MW Patuakhali Coal Fired Thermal Power Plant. The joint venture is captured in Project ID #56357. China Eximbank debt financing for the project is captured in Project ID#56402.","Energy Generation and Supply","https://global.factiva.com/redir/default.aspx?P=sa&an=ANNT000020170302ec9q009nb&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=HTEGBG0020160929ec9q00003&cat=a&ep=ASE, Media Report, including Wikileaks; https://www.dropbox.com/s/vults7c3kv89j45/BU_PITCH_ENGLISH_2018.xlsx?dl=0, NGO/Civil Society/Advocacy; http://bd.china-embassy.org/eng/dshd/t1352213.htm, Government Source (Donor/Recipient); https://mof.portal.gov.bd/sites/default/files/files/mof.portal.gov.bd/page/e9e8a8c8_8a8b_4536_a18b_fc5ca696650a/St_6a1_en.pdf, Government Source (Donor/Recipient); https://www.dhakatribune.com/bangladesh/2018/04/17/china-funding-payra-power-plant, Media Report, including Wikileaks; http://www.eximbank.gov.cn/info/news/201806/t20180610_2536.html, Government Source (Donor/Recipient); https://www.dropbox.com/s/czloq0owzge5og0/IJGlobal%20-%20Payra%20Coal-Fired%20Power%20Plant%20%281320MW%29%20-%20Bangladesh.pdf?dl=0, NGO/Civil Society/Advocacy; http://www.theindependentbd.com/printversion/details/144175, Media Report, including Wikileaks; http://www.newagebd.net/article/18833/1320-mw-bangladesh-china-power-plant-on-cards, Media Report, including Wikileaks; https://www.thedailystar.net/business/china-consortium-gets-156b-contract-payra-power-plant-1201585, Media Report, including Wikileaks; http://bcpcl.org.bd/web/tenders/, Implementing/Intermediary Agency Source; https://www.sourcewatch.org/index.php?title=Patuakhali_power_station_(Ashuganj), NGO/Civil Society/Advocacy; https://www.sourcewatch.org/index.php?title=Kalapara_power_station, NGO/Civil Society/Advocacy; http://www.dhakatribune.com/bangladesh/power-energy/2017/11/05/bangladesh-china-plan-1320-mw-coal-based-power-plant-patuakhali/, Media Report, including Wikileaks; http://rnpl.com.bd/file/RNPL_Profile.pdf, Implementing/Intermediary Agency Source; http://rpcl.portal.gov.bd/sites/default/files/files/rpcl.portal.gov.bd/page/99219ca6_a90c_4fba_8a4f_f47574c04d48/Volume-4-of-4-Attachments.pdf , Government Source (Donor/Recipient); https://www.zawya.com/mena/en/project/150519024240/2-660-mw-patuakhali-coal-fired-thermal-power-plant-project/ , Other; https://www.yicaiglobal.com/news/china-norinco-to-build-1320-megawatt-coal-power-plant-in-bangladesh , Media Report, including Wikileaks; https://www.gem.wiki/Patuakhali_power_station_(RPCL/NORINCO)#cite_note-6 , NGO/Civil Society/Advocacy; http://www.ceec.net.cn/art/2018/4/11/art_11019_1615597.html, Implementing/Intermediary Agency Source; https://kuaibao.qq.com/s/20180413A0ZPYG00?refer=spider , Implementing/Intermediary Agency Source; http://data.eastmoney.com/notices/detail/000065/AN201907011336978626,JUU1JThDJTk3JUU2JTk2JUI5JUU1JTlCJUJEJUU5JTk5JTg1.html, Media Report, including Wikileaks; https://kknews.cc/zh-sg/finance/4vl2qbv.html, Media Report, including Wikileaks; https://en.norinco-intl.com/news_x.php?id=200&pid=1, Implementing/Intermediary Agency Source; https://global-factiva-com.proxy.wm.edu/ha/default.aspx#./!?&_suid=159649634857108706839040893362, Media Report, including Wikileaks; http://images.sh-itc.net/202001/20200113132230988.pdf, Government Source (Donor/Recipient)","https://global.factiva.com/redir/default.aspx?P=sa&an=ANNT000020170302ec9q009nb&cat=a&ep=ASE, Media Report, including Wikileaks; https://global.factiva.com/redir/default.aspx?P=sa&an=HTEGBG0020160929ec9q00003&cat=a&ep=ASE, Media Report, including Wikileaks; https://global-factiva-com.proxy.wm.edu/ha/default.aspx#./!?&_suid=159649634857108706839040893362, Media Report, including Wikileaks","This project is located in Londa village within Kalapara upazali, Patuakhali district, and Barisal division.","","","",""
