"project_id","title","description","crs_sector_name","sources","factiva_sources","location_details","GEO_codedUp","GEO_geojsonLink","GEO_sources","GEO_notes"
54502,"China sends first round of relief aid for Rohingya refugees in Bangladesh (Linked to #54501)","On 27 September 2017, a Chinese cargo plane carrying 57 tons of aid materials donated by the Chinese government arrived in Chittagong, Bangladesh to assist Rohingya refugees displaced from Myanmar. The value of the donation is unknown. The next day, another Chinese cargo plane with a second aid package (#54501) flew to Bangladesh.","Emergency Response","https://www.dhakatribune.com/bangladesh/nation/2017/09/27/first-chinese-relief-rohingya-arrives-chittagong, Media Report, including Wikileaks; http://www.xinhuanet.com//english/2017-10/13/c_136676659.htm, Media Report, including Wikileaks",NA,"Chittagong","","","",""
52669,"Wuhan Textile University and Bangladesh's Southeast University create Joint Textile Engineering Undergraduate Program","In 2015, a Memorandum of Understanding was signed to develop a joint undergraduate program on textile engineering. This program would be between Southeast University in Bangladesh and Wuhan Textile University in China. Under the agreement, the two universities will exchange students and faculty members from various disciplines. This project is similar to #52668, where a similar joint programs was developed between the WTU and Bangladeshi universities.","Education","https://global.factiva.com/redir/default.aspx?P=sa&an=ATAPAR0020150602eb620005m&cat=a&ep=ASE, Media Report, including Wikileaks; http://www.observerbd.com/2014/11/17/55151.php, Implementing/Intermediary Agency Source; https://www.thedailystar.net/backpage/bangladesh-china-sign-six-deals-87067, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=ATAPAR0020150602eb620005m&cat=a&ep=ASE, Media Report, including Wikileaks",NA,"","","",""
39179,"China grants 70 Government Scholarships to Bangladeshi students for AY2010/2011","China provided Bangladesh with 70 scholarships of various kinds for the academic year 2010/2011.","Education","http://bd2.mofcom.gov.cn/article/bilateralcooperation/inbrief/200705/20070504675608.shtml, Government Source (Donor/Recipient); http://bd.china-embassy.org/eng/zmgx/gxgk/t1053404.htm, Government Source (Donor/Recipient)",NA,NA,"","","",""
38678,"China funds 'China Research Center' in the University of Dhaka","On February 8, 2015, an opening ceremony was held for the China Research Center, funded by the Chinese Embassy in Bangladesh, at the University of Dhaka. The Chinese Embassy also donated some books to the research center during the ceremony. The financial value of the research center is unknown. This project assumes that the Chinese embassy committed to funding the project in 2014, but no sources addressed the commitment date.","Education","http://bd.chineseembassy.org/chn/zmjw/t1235520.htm, Government Source (Donor/Recipient)",NA,"Dhaka","","","",""
69252,"China Grants Debt Relief to Bangladesh for Interest Free Loan Due in 2008","During a state visit to China from March 17-21, 2010, the Bangladeshi Prime Minister, Sheikh Hasina, the Chinese President, Hu Jintao, and the Chinese Premier, Wen Jiabao, signed the Protocol on Remitting the Bangladesh Interest-free Loan due in 2008. This agreement was signed along with an Economic and Technical Cooperation Agreement, Framework Agreement on Providing Preferential Loans, and Exchange of Letters on the Construction of the Seventh Bangladesh-China Friendship Bridge. The exact amount of the loan is unknown.","Action Relating to Debt","https://www.isas.nus.edu.sg/wp-content/uploads/media/isas_papers/ISAS_Working_Paper_105.pdf, Other Academic (Working Paper, Dissertation); https://www.thedailystar.net/news-detail-130842, Media Report, including Wikileaks",NA,NA,"","","",""
38328,"China grants 67 Government Scholarships to Bangladeshi students for AY2014/2015 (Link to #38326, #38327)","In 2014, 67 Bangladeshis were awarded the Chinese Government Scholarship to study in China for the academic year 2014/15.","Education","http://bd.china-embassy.org/eng/sgxx/t1177236.htm, Government Source (Donor/Recipient); http://bd.china-embassy.org/eng/sgxx/t1135287.htm, Government Source (Donor/Recipient); http://bd.chineseembassy.org/chn/dshd/t1187033.htm, Government Source (Donor/Recipient)",NA,NA,"","","",""
69033,"Syndicated loan for the Unit 3 of the 220MW Sirajganj Combined Cycle Power Plant Project (Linked to Project ID#56541)","In 2017, a $196.7 million syndicated loan (involving Bank of China debt) was signed to North-West Power Generation Company Limited for Unit 3 of the 220MW Sirajganj Combined Cycle Power Plant Project (also known as the Sirajganj 3 Project). Northwest Power Generation Company Limited is a state-owned power and electric company in Bangladesh. It is a 100% subsidiary of Bangladesh Power Development Board. The transaction was structured as a long term loan with 15-year maturity split into 3 tranches: a $118.36 million Sinosure-insured loan tranche from Bank of China and Siemens Bank; a $34.03 million Euler Hermes-insured tranche from Deutsche Pfandbriefbank AG, and a $44.34 million commercial tranche with MIGA NHSFO insurance from Standard Charted Bank debt. The Government of Bangladesh (“GOB”) provided a sovereign guarantee for debt service. The loan will cover 80% of the costs, with the other 20% coming from Northwest Power Generation Company Limited. China National Machinery Import and Export Corporation (“CMC”) and Fujian Electric Power Survey and Design Institute (“FEDI”) are the EPC contractors responsible for project implementation. Under the EPC contract, the contractors were required to commission the project within 2.5 years of the start date. Construction of the third unit of electricity generators (Sirajganj 3) began on October 19, 2017, and the plant began commercial operations on January 20, 2019. CMC and FEDI were also the contractors responsible for the implementation of the Bank of China and China Eximbank-financed Unit 2 of the 220MW Sirajganj Combined Cycle Power Plant Project. This project is linked to project #56541, the construction of the Surajganj 2 Power Plant, financed by China Eximbank and Bank of China.","Energy Generation and Supply","http://www.icbc.com.cn/ICBC/外部调用/一带一路最佳项目评选/04.htm, Implementing/Intermediary Agency Source; http://w2.siemens.com.cn/stories/StoryShow/GetStoryDetail/195?culture=en-US&sourceId=1, Other Official Source (non-Donor, non-Recipient); https://www.dropbox.com/s/jlok98vklas7iz3/North-West%20Power%20Generation%20Company%20Limited%E2%80%93%20Sirajganj%20Unit%203%20--%20Bangladesh.pdf?dl=0, Implementing/Intermediary Agency Source; https://www.dropbox.com/s/l8z6yatstsd64jz/21_05.pdf?dl=0, Implementing/Intermediary Agency Source; https://www.nwpgcl.org.bd/current-plant/sirajganj-225-mw-combined-cycle-power-plant-unit-3-, Implementing/Intermediary Agency Source; https://www.ippjournal.com/news/north-west-power-generation-company-signs-debt-on-230-mw-sirajganj-ipp, Other; https://www.gtreview.com/news/asia/another-big-loan-signed-in-bangladeshs-power-sector/, Media Report, including Wikileaks; https://www.theasset.com/belt-road-online/32535/standard-chartered-supports-chinese-built-power-project-in-bangladesh, Other Official Source (non-Donor, non-Recipient); http://www.hlfdw.com/xiangmujianshe/20171026187779.html, Media Report, including Wikileaks",NA,NA,"","","",""
54494,"China provides technical assistance to construction of technical institute in Bangladesh","In 2017, China announced plans to assist with the construction of a technical institute in Bangladesh. China sent advisers to provide technical support in order to establish the institute, but it is unclear which Chinese entity sent them. The technical institute, with special focus on power engineering courses, will be set up under the supervision of Bangladesh China Institute of Technology (BCIT) and Lanzhou Jiaotong University of China. Under the course, students will study first two years in Dhaka at Stamford University and last two years at Lanzhou Jiaotong University in China for getting first hand practical training with modern lab facilities. The power engineering course following Chinese curriculum started in 2018 January.","Education","https://global.factiva.com/redir/default.aspx?P=sa&an=ENEPOW0020171121edbu00008&cat=a&ep=ASE, Media Report, including Wikileaks; https://www.jagonews24.com/en/education/news/33934, Media Report, including Wikileaks; http://www.daily-sun.com/printversion/details/267258/Chinese-university-to-launch-Power-Engineering-course-in-Bangladesh, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=ENEPOW0020171121edbu00008&cat=a&ep=ASE, Media Report, including Wikileaks","Dhaka","","","",""
38703,"China donates office supplies to Bangladesh Congress","On November 27, 2008, China donated a batch of office supplies to Bangladesh Congress.","Government and Civil Society","http://bd.chineseembassy.org/chn/xwdt/t524334.htm, Government Source (Donor/Recipient)",NA,NA,"","","",""
53577,"Chinese Government provides RMB 500 million grant for 9th Bangladesh-China Friendship Bridge Construction Project over the Bogha River","On May 11, 2017, China’s Ambassador to Bangladesh, Ma Mingqiang, and Mr. Kazi Shofiqul Azam, Secretary of Economic Relations Division (ERD) within the Ministry of Finance of Bangladesh signed an Economic and Technical Cooperation Agreement (ECTA). Through this agreement, the Chinese Government committed RMB 500 million for the construction of the 9th Bangladesh-China Friendship Bridge, which is also known as the Bogha (sometimes spelled Boga) Bridge. The proposed 400-meter long Boga Bridge will pass over River Lohalia on Lebukhali-Bhauphal-Dasmina-Golachipa-Amragachia road in Patuakhali district. Upon completion will connect Patuakhali Sadar, Dumki upazila with Bhauphal, Dashmina, and Golachipa upazila as well as the sea beach and Sonarchar sanctuary of Barguna district alongside the Kuakata sea beach and the 3rd Payra seaport. In October 2015, China’s Ministry of Commerce commissioned the China Communications Highway Planning and Design Institute to conduct a comprehensive investigation of the construction of the 9th bridge. However, there is no evidence that this project has reached the construction stage.","Transport and Storage","https://mygoldenbengal.wordpress.com/2014/11/09/china-bangladesh-friendship-elevated-to-strategic-partnership/, Media Report, including Wikileaks; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/page/b09c0301_8d15_49e1_8af9_3231f08b8ad8/Tbl-6.00.pdf, Other Official Source (non-Donor, non-Recipient); http://bd.china-embassy.org/eng/dshd/t1461414.htm, Government Source (Donor/Recipient); http://www.xinhuanet.com/english/2017-05/11/c_136274644.htm, Media Report, including Wikileaks; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/press_release/42a4c392_b751_46ec_b54f_09c056bcc2a3/PR%20china%2011517E.pdf, Government Source (Donor/Recipient); http://www.theindependentbd.com/post/94198, Media Report, including Wikileaks; http://www.chinadaily.com.cn/world/2017-05/11/content_29308273.htm, Media Report, including Wikileaks; http://world.huanqiu.com/hot/2016-10/9590157.html?agt=15422, Media Report, including Wikileaks; http://www.bssnews.net/?p=33076, Media Report, including Wikileaks; https://erd.portal.gov.bd/sites/default/files/files/erd.portal.gov.bd/notices/5609756a_29ab_4299_ab2b_3c90c2d5464c/PR%20china%2011517E.pdf, Government Source (Donor/Recipient); http://www.xinhuanet.com/english/2017-05/11/c_136274644.htm, Media Report, including Wikileaks; https://www.observerbd.com/details.php?id=97065, Media Report, including Wikileaks; https://www.observerbd.com/2015/03/29/80561.php, Media Report, including Wikileaks",NA,"The proposed 400-meter long Boga Bridge will pass over River Lohalia on Lebukhali-Bhauphal-Dasmina-Golachipa-Amragachia road in Patuakhali district","","","",""
70120,"China establishes the Shanto Mariam Confucius Classroom at the University of Creative Technology","On February 15, 2009, under the guidance of China Hanban, a Confucius Classroom was launched in Dhaka, Bangladesh with the joint effort of China Radio International (CRI) and Bangladesh's Shanto Mariam Foundation. The Shanto Mariam Confucius Classroom was launched at the University of Creative Technology. The purpose is to further education and cultural exchange between Bangladesh and China. STAFF_NOTE: The Chinese name for this project is 山度•玛利亚姆孔子课堂.","Education","http://bd.china-embassy.org/eng/dshd/t1363408.htm, Government Source (Donor/Recipient); https://www.daily-sun.com/arcprint/details/420157/Learning-Chinese-creates-opportunities-for-Bangladeshi-youths-/2019-09-02, Media Report, including Wikileaks; http://www.xinhuanet.com//english/2017-03/17/c_136137275.htm, Media Report, including Wikileaks; http://www.china.org.cn/international/2009-02/15/content_17279561.htm, Media Report, including Wikileaks; https://www.fmprc.gov.cn/web/gjhdq_676201/gj_676203/yz_676205/1206_676764/sbgx_676768/, Government Source (Donor/Recipient); http://goabroad.sohu.com/20100217/n270275053.shtml, Media Report, including Wikileaks",NA,"The University of Creative Technology in Chittagong","","","",""
52688,"China grants Tk 354 million for medical equipment and appliances","In 2015, AMA Muhith, Bangladesh's Finance Minister, and Gao Hucheng, China’s commerce minister, signed two Letters of Exchange (LEs). In one letter China pledged to collect medical equipments and appliances for the Ministry of Health and Family Welfare. The funding came from a Chinese grant of Tk 35.4 crore (TK 354 million).The coder did follow-up research in both English and Chinese, but could not find any  information relating to the progress of the project. Unsure if transaction ever occured.","Health","https://global.factiva.com/redir/default.aspx?P=sa&an=UNIBAG0020150825eb8p0000k&cat=a&ep=ASE, Media Report, including Wikileaks; https://www.dhakatribune.com/uncategorized/2015/08/25/china-interested-to-invest-300m-in-bangladesh-textile-sector, Media Report, including Wikileaks","https://global.factiva.com/redir/default.aspx?P=sa&an=UNIBAG0020150825eb8p0000k&cat=a&ep=ASE, Media Report, including Wikileaks",NA,"","","",""
